order_id,customer_email,sku,amount,currency,order_date,order_notes,status
ORD00201,user177@example.com,SKU-562,1867.67,EUR,2022-07-25,,REFUNDED
ORD00202,user155@example.com,SKU-000,455.25,USD,2024-11-16,urgent,PENDING
ORD00203,unknown@example.com,SKU-319,1745.4,EUR,2022-05-01,urgent,COMPLETED
ORD00204,user21@example.com,SKU-161,253.09,INR,2023-09-26,,COMPLETED
ORD00209,unknown@example.com,SKU-872,1581.06,INR,2023-10-08,,PENDING
ORD00210,user161@example.com,SKU-190,1826.3,INR,2023-11-03,urgent,COMPLETED
ORD00211,user181@example.com,SKU-986,1324.06,EUR,2022-11-27,,PENDING
ORD00212,user54@example.com,SKU-192,1064.19,USD,2022-09-19,,COMPLETED
ORD00214,user53@example.com,SKU-244,447.08,INR,2023-03-13,urgent,COMPLETED
ORD00215,unknown@example.com,SKU-435,726.75,INR,2024-09-21,,COMPLETED
ORD00216,user77@example.com,SKU-164,1525.57,GBP,2022-10-21,,PENDING
ORD00217,user116@example.com,SKU-242,1985.42,EUR,2022-07-06,,PENDING
ORD00218,user89@example.com,SKU-707,811.33,USD,2023-10-13,real,COMPLETED
ORD00221,user118@example.com,SKU-794,883.41,USD,2022-10-09,,REFUNDED
ORD00222,user149@example.com,SKU-773,85.26,GBP,2024-07-28,,COMPLETED
ORD00225,user181@example.com,SKU-975,1089.14,EUR,2022-10-19,real,PENDING
ORD00226,user77@example.com,SKU-724,1074.05,GBP,2024-06-26,,PENDING
ORD00227,unknown@example.com,SKU-134,1403.86,INR,2022-09-19,,PENDING
ORD00229,user29@example.com,SKU-402,984.19,USD,2023-06-14,,PENDING
ORD00231,user165@example.com,SKU-153,888.23,GBP,2024-08-11,,COMPLETED
ORD00232,user123@example.com,SKU-219,970.98,EUR,2024-01-19,,REFUNDED
ORD00233,user20@example.com,SKU-920,290.52,EUR,2024-07-28,real,COMPLETED
ORD00234,user167@example.com,SKU-312,1260.74,EUR,2024-11-11,urgent,COMPLETED
ORD00235,user106@example.com,SKU-000,1520.01,EUR,2024-06-01,urgent,PENDING
ORD00236,user153@example.com,SKU-249,478.23,EUR,2023-02-18,urgent,COMPLETED
ORD00237,user167@example.com,SKU-836,590.27,GBP,2022-05-01,real,COMPLETED
ORD00239,user62@example.com,SKU-643,1670.27,USD,2024-12-18,urgent,COMPLETED
ORD00240,user19@example.com,SKU-742,1642.0,INR,2024-06-18,,COMPLETED
ORD00243,user123@example.com,SKU-410,1175.94,EUR,2022-05-04,real,COMPLETED
ORD00244,user93@example.com,SKU-929,1145.74,EUR,2024-03-07,,PENDING
ORD00245,unknown@example.com,SKU-868,1003.44,GBP,2023-11-25,real,PENDING
ORD00246,user101@example.com,SKU-790,1890.66,INR,2023-11-28,,PENDING
ORD00247,user123@example.com,SKU-000,903.75,EUR,2022-04-10,real,PENDING
ORD00249,user84@example.com,SKU-419,84.52,EUR,2022-08-15,,REFUNDED
ORD00250,user48@example.com,SKU-554,10.34,INR,2022-12-27,,REFUNDED
ORD00251,user121@example.com,SKU-285,367.07,EUR,2022-11-21,,PENDING
ORD00254,user117@example.com,SKU-361,1654.13,INR,2024-07-13,,PENDING
ORD00255,user143@example.com,SKU-208,925.59,USD,2024-02-06,real,PENDING
ORD00256,user71@example.com,SKU-884,76.62,GBP,2024-06-25,urgent,REFUNDED
ORD00257,user64@example.com,SKU-674,243.51,USD,2024-12-14,,COMPLETED
ORD00258,user139@example.com,SKU-441,822.91,USD,2023-10-06,,COMPLETED
ORD00259,user46@example.com,SKU-102,611.15,USD,2024-05-20,,COMPLETED
ORD00260,user82@example.com,SKU-163,92.08,INR,2022-06-18,,REFUNDED
ORD00261,user168@example.com,SKU-849,556.16,EUR,2022-07-06,,COMPLETED
ORD00263,user63@example.com,SKU-496,78.85,USD,2023-04-04,,COMPLETED
ORD00265,user51@example.com,SKU-724,1961.73,USD,2023-01-03,,COMPLETED
ORD00267,user74@example.com,SKU-331,141.5,USD,2022-04-06,urgent,PENDING
ORD00268,user150@example.com,SKU-329,504.48,USD,2023-06-21,real,COMPLETED
ORD00269,user63@example.com,SKU-178,1106.08,EUR,2023-03-21,urgent,COMPLETED
ORD00270,user140@example.com,SKU-340,1051.65,INR,2022-09-24,,COMPLETED
ORD00271,unknown@example.com,SKU-258,1264.17,USD,2023-04-22,,COMPLETED
ORD00273,user75@example.com,SKU-987,1214.6,EUR,2024-07-14,urgent,COMPLETED
ORD00274,user15@example.com,SKU-559,1064.68,INR,2024-11-13,,PENDING
ORD00275,user197@example.com,SKU-765,969.0,INR,2024-03-13,,COMPLETED
ORD00276,unknown@example.com,SKU-872,579.99,USD,2024-05-25,,COMPLETED
ORD00277,user89@example.com,SKU-703,239.34,USD,2024-12-03,,PENDING
ORD00278,user147@example.com,SKU-593,1293.58,EUR,2024-07-26,,REFUNDED
ORD00279,user59@example.com,SKU-390,1940.52,EUR,2023-01-12,urgent,COMPLETED
ORD00280,user35@example.com,SKU-537,1817.28,EUR,2022-10-21,,COMPLETED
ORD00281,user77@example.com,SKU-275,1106.74,INR,2022-05-24,,COMPLETED
ORD00282,user165@example.com,SKU-437,1749.01,EUR,2022-11-21,,PENDING
ORD00283,user129@example.com,SKU-341,503.95,GBP,2024-11-25,,COMPLETED
ORD00284,user137@example.com,SKU-932,111.95,USD,2024-07-19,,COMPLETED
ORD00285,user181@example.com,SKU-279,1252.69,USD,2022-07-09,real,PENDING
ORD00286,user121@example.com,SKU-841,615.88,EUR,2022-08-19,,PENDING
ORD00287,user75@example.com,SKU-000,1398.01,EUR,2024-10-15,real,PENDING
ORD00288,user175@example.com,SKU-943,883.74,USD,2023-11-14,,REFUNDED
ORD00291,user162@example.com,SKU-416,1761.24,EUR,2022-12-18,,COMPLETED
ORD00292,user32@example.com,SKU-604,1953.33,USD,2022-04-01,urgent,COMPLETED
ORD00295,user95@example.com,SKU-930,1490.69,USD,2023-09-08,,COMPLETED
ORD00298,user155@example.com,SKU-739,1017.94,USD,2022-07-01,,REFUNDED
ORD00299,user48@example.com,SKU-717,1446.28,INR,2022-01-15,,COMPLETED
ORD00300,user20@example.com,SKU-458,312.95,EUR,2024-06-07,,COMPLETED
